                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                 1.2288,                 1.2665,                 1.3198,                0.52291,                0.34249,                 0.3209,                 0.1425,                    nan,                    nan,                    nan,             5.3547e-06,             5.3547e-06,             5.3547e-06
                     96,                 1.2195,                 1.2441,                 1.3091,                0.54322,                0.31218,                 0.3233,                0.14763,                    nan,                    nan,                    nan,             5.3047e-06,             5.3047e-06,             5.3047e-06
                     97,                 1.2198,                 1.2402,                 1.3122,                0.54111,                0.32329,                0.31652,                0.14309,                    nan,                    nan,                    nan,             5.2548e-06,             5.2548e-06,             5.2548e-06
                     98,                 1.2138,                 1.2882,                 1.3029,                0.54304,                0.31666,                0.32414,                0.15055,                    nan,                    nan,                    nan,             5.2048e-06,             5.2048e-06,             5.2048e-06
                     99,                   1.22,                  1.257,                   1.31,                0.54801,                0.32801,                0.31823,                0.14646,                    nan,                    nan,                    nan,             5.1549e-06,             5.1549e-06,             5.1549e-06
                    100,                  1.231,                  1.272,                 1.3145,                0.51896,                 0.3427,                0.31062,                0.14308,                    nan,                    nan,                    nan,             5.1049e-06,             5.1049e-06,             5.1049e-06
                    101,                 1.2164,                 1.2544,                 1.3052,                0.55667,                0.33985,                0.32713,                0.15875,                    nan,                    nan,                    nan,              5.055e-06,              5.055e-06,              5.055e-06
                    102,                 1.2345,                  1.263,                 1.3139,                0.55734,                 0.3198,                0.33044,                0.15329,                    nan,                    nan,                    nan,              5.005e-06,              5.005e-06,              5.005e-06
                    103,                 1.2069,                 1.2398,                  1.299,                0.52162,                0.33038,                 0.3175,                0.14903,                    nan,                    nan,                    nan,             4.9551e-06,             4.9551e-06,             4.9551e-06
                    104,                 1.2132,                 1.2226,                 1.2944,                0.64798,                0.30031,                0.33199,                0.15561,                    nan,                    nan,                    nan,             4.9051e-06,             4.9051e-06,             4.9051e-06
                    105,                  1.217,                 1.2319,                 1.3006,                0.42954,                0.37559,                0.32189,                0.15223,                    nan,                    nan,                    nan,             4.8552e-06,             4.8552e-06,             4.8552e-06
                    106,                  1.209,                 1.2143,                  1.299,                0.60712,                0.31485,                  0.334,                0.15554,                    nan,                    nan,                    nan,             4.8052e-06,             4.8052e-06,             4.8052e-06
                    107,                 1.2035,                  1.219,                 1.3024,                0.45534,                0.36687,                0.32514,                0.15157,                    nan,                    nan,                    nan,             4.7552e-06,             4.7552e-06,             4.7552e-06
                    108,                 1.1978,                 1.2225,                 1.2874,                 0.4779,                0.33858,                0.32344,                0.14649,                    nan,                    nan,                    nan,             4.7053e-06,             4.7053e-06,             4.7053e-06
