                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                  1.048,                0.78297,                  1.175,                0.68997,                0.53181,                0.55878,                0.26024,                 1.8392,                  1.425,                 1.8562,             9.0809e-06,             9.0809e-06,             9.0809e-06
                     95,                 1.0481,                0.76814,                 1.1712,                0.64296,                0.56217,                0.55849,                0.26322,                 1.8165,                 1.3969,                 1.8523,             9.0709e-06,             9.0709e-06,             9.0709e-06
                     96,                 1.0673,                0.75293,                 1.1677,                0.60072,                0.60131,                0.57739,                0.25967,                 1.8159,                 1.3872,                 1.8533,             9.0609e-06,             9.0609e-06,             9.0609e-06
                     97,                 1.0316,                 0.7531,                 1.1682,                0.59552,                0.59763,                0.58317,                0.26603,                 1.8423,                 1.3898,                 1.8632,              9.051e-06,              9.051e-06,              9.051e-06
                     98,                 1.0565,                0.74335,                  1.167,                0.70187,                0.56525,                 0.5793,                0.26286,                 1.7943,                 1.3921,                 1.8612,              9.041e-06,              9.041e-06,              9.041e-06
                     99,                 1.0489,                0.74476,                 1.1512,                0.70265,                0.55138,                0.58364,                0.26448,                  1.813,                 1.3883,                 1.8722,              9.031e-06,              9.031e-06,              9.031e-06
                    100,                 1.0055,                0.72061,                 1.1344,                0.70255,                0.56055,                0.57403,                0.26231,                 1.7948,                 1.3788,                 1.8572,              9.021e-06,              9.021e-06,              9.021e-06
                    101,                 1.0186,                0.73763,                 1.1491,                0.64731,                0.57793,                0.57193,                0.27014,                 1.7924,                  1.354,                 1.8517,              9.011e-06,              9.011e-06,              9.011e-06
                    102,                 1.0364,                0.73883,                 1.1469,                0.68169,                  0.571,                0.57674,                0.27006,                 1.7959,                  1.369,                 1.8482,              9.001e-06,              9.001e-06,              9.001e-06
                    103,                 1.0479,                0.73208,                 1.1543,                   0.66,                0.58188,                0.56561,                0.26498,                 1.8207,                 1.3682,                 1.8691,              8.991e-06,              8.991e-06,              8.991e-06
